family,dimension,item_id,prompt_id,run_id,0.6,1.0,1.5,1.7,2.0,4.0,7.0,8.0,12.0,14.0,27.0,32.0
mistral,Uncertainty_Avoidance,2487,1,3,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2488,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2488,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2488,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2489,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2489,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2489,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2490,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2490,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2490,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2492,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2492,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2492,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2493,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2493,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2493,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2494,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2494,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2494,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2495,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2495,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2495,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2497,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2497,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2497,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2501,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2501,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2501,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2503,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2503,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2503,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2505,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2505,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2505,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2506,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2506,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2506,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2508,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2508,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2508,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2511,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2511,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2511,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2513,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2513,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2513,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2514,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2514,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2514,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2516,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2516,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2516,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2518,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2518,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2518,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2520,1,1,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2520,1,2,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2520,1,3,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2521,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2521,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2521,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2523,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2523,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2523,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2524,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2524,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2524,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2525,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2525,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2525,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2526,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2526,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2526,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2528,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2528,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2528,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2529,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2529,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2529,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2530,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2530,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2530,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2532,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2532,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2532,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2533,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2533,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2533,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2534,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2534,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2534,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2535,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2535,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2535,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2536,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2536,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2536,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2537,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2537,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2537,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2538,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2538,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2538,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2539,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2539,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2539,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2542,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2542,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2542,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2543,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2543,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2543,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2544,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2544,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2544,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2545,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2545,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2545,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2546,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2546,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2546,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2548,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2548,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2548,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2549,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2549,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2549,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2550,1,1,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2550,1,2,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2550,1,3,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2553,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2553,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2553,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2554,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2554,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2554,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2556,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2556,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2556,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2557,1,1,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2557,1,2,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2557,1,3,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2558,1,1,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2558,1,2,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2558,1,3,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2559,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2559,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2559,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2562,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2562,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2562,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2563,1,1,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2563,1,2,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2563,1,3,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2564,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2564,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2564,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2565,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2565,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2565,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2566,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2566,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2566,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2567,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2567,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2567,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2568,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2568,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2568,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2569,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2569,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2569,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2570,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2570,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2570,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2571,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2571,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2571,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2573,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2573,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2573,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2575,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2575,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2575,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2577,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2577,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2577,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2578,1,1,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2578,1,2,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2578,1,3,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2579,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2579,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2579,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2580,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2580,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2580,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2581,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2581,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2581,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2583,1,1,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2583,1,2,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2583,1,3,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2584,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2584,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2584,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2585,1,1,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2585,1,2,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2585,1,3,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2587,1,1,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2587,1,2,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2587,1,3,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2588,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2588,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2588,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2589,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2589,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2589,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2591,1,1,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2591,1,2,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2591,1,3,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2592,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2592,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2592,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2594,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2594,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2594,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2595,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2595,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2595,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2596,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2596,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2596,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2598,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2598,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2598,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2599,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2599,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2599,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2601,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2601,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2601,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2604,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2604,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2604,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2605,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2605,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2605,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2608,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2608,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2608,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2610,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2610,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2610,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2612,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2612,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2612,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2619,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2619,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2619,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2620,1,1,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2620,1,2,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2620,1,3,,,,,,,0.0,,,,,
mistral,Uncertainty_Avoidance,2622,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2622,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2622,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2623,1,1,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2623,1,2,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2623,1,3,,,,,,,75.0,,,,,
mistral,Uncertainty_Avoidance,2630,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2630,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2630,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2634,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2634,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2634,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2639,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2639,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2639,1,3,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2640,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2640,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2640,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2641,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2641,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2641,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2644,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2644,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2644,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2646,1,1,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2646,1,2,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2646,1,3,,,,,,,25.0,,,,,
mistral,Uncertainty_Avoidance,2651,1,1,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2651,1,2,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2651,1,3,,,,,,,100.0,,,,,
mistral,Uncertainty_Avoidance,2658,1,1,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2658,1,2,,,,,,,50.0,,,,,
mistral,Uncertainty_Avoidance,2658,1,3,,,,,,,50.0,,,,,
qwen3,Individualism,0,1,1,25.0,,,25.0,,25.0,,25.0,,0.0,,75.0
qwen3,Individualism,0,1,2,25.0,,,25.0,,25.0,,25.0,,0.0,,75.0
qwen3,Individualism,0,1,3,25.0,,,25.0,,25.0,,25.0,,0.0,,75.0
qwen3,Individualism,1,1,1,75.0,,,100.0,,75.0,,75.0,,75.0,,75.0
qwen3,Individualism,1,1,2,75.0,,,100.0,,75.0,,75.0,,75.0,,75.0
qwen3,Individualism,1,1,3,75.0,,,100.0,,75.0,,75.0,,75.0,,75.0
qwen3,Individualism,10,1,1,50.0,,,50.0,,75.0,,50.0,,50.0,,75.0
qwen3,Individualism,10,1,2,50.0,,,50.0,,75.0,,50.0,,50.0,,75.0
qwen3,Individualism,10,1,3,50.0,,,50.0,,75.0,,50.0,,50.0,,75.0
qwen3,Individualism,100,1,1,100.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,100,1,2,100.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,100,1,3,100.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,102,1,1,25.0,,,25.0,,25.0,,50.0,,25.0,,50.0
qwen3,Individualism,102,1,2,25.0,,,25.0,,25.0,,50.0,,25.0,,50.0
qwen3,Individualism,102,1,3,25.0,,,25.0,,25.0,,50.0,,25.0,,50.0
qwen3,Individualism,103,1,1,25.0,,,0.0,,50.0,,25.0,,0.0,,25.0
qwen3,Individualism,103,1,2,25.0,,,0.0,,50.0,,25.0,,0.0,,25.0
qwen3,Individualism,103,1,3,25.0,,,0.0,,50.0,,25.0,,0.0,,25.0
qwen3,Individualism,104,1,1,0.0,,,100.0,,100.0,,25.0,,75.0,,75.0
qwen3,Individualism,104,1,2,0.0,,,100.0,,100.0,,25.0,,75.0,,75.0
qwen3,Individualism,104,1,3,0.0,,,100.0,,100.0,,25.0,,75.0,,75.0
qwen3,Individualism,105,1,1,50.0,,,50.0,,100.0,,100.0,,50.0,,50.0
qwen3,Individualism,105,1,2,50.0,,,50.0,,100.0,,100.0,,50.0,,50.0
qwen3,Individualism,105,1,3,50.0,,,50.0,,100.0,,100.0,,50.0,,50.0
qwen3,Individualism,106,1,1,50.0,,,100.0,,50.0,,0.0,,100.0,,50.0
qwen3,Individualism,106,1,2,50.0,,,100.0,,50.0,,0.0,,100.0,,50.0
qwen3,Individualism,106,1,3,50.0,,,100.0,,50.0,,0.0,,100.0,,50.0
qwen3,Individualism,107,1,1,75.0,,,75.0,,75.0,,75.0,,75.0,,75.0
qwen3,Individualism,107,1,2,75.0,,,75.0,,75.0,,75.0,,75.0,,75.0
qwen3,Individualism,107,1,3,75.0,,,75.0,,75.0,,75.0,,75.0,,75.0
qwen3,Individualism,109,1,1,50.0,,,75.0,,100.0,,100.0,,100.0,,75.0
qwen3,Individualism,109,1,2,50.0,,,75.0,,100.0,,100.0,,100.0,,75.0
qwen3,Individualism,109,1,3,50.0,,,75.0,,100.0,,100.0,,100.0,,75.0
qwen3,Individualism,11,1,1,50.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,11,1,2,50.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,11,1,3,50.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,110,1,1,50.0,,,100.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,110,1,2,50.0,,,100.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,110,1,3,50.0,,,100.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,113,1,1,50.0,,,50.0,,75.0,,50.0,,75.0,,50.0
qwen3,Individualism,113,1,2,50.0,,,50.0,,75.0,,50.0,,75.0,,50.0
qwen3,Individualism,113,1,3,50.0,,,50.0,,75.0,,50.0,,75.0,,50.0
qwen3,Individualism,114,1,1,50.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,114,1,2,50.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,114,1,3,50.0,,,50.0,,50.0,,50.0,,50.0,,50.0
qwen3,Individualism,118,1,1,50.0,,,75.0,,50.0,,75.0,,50.0,,50.0
qwen3,Individualism,118,1,2,50.0,,,75.0,,50.0,,75.0,,50.0,,50.0
qwen3,Individualism,118,1,3,50.0,,,75.0,,50.0,,75.0,,50.0,,50.0
qwen3,Individualism,119,1,1,25.0,,,25.0,,25.0,,25.0,,25.0,,25.0
qwen3,Individualism,119,1,2,25.0,,,25.0,,25.0,,25.0,,25.0,,25.0
qwen3,Individualism,119,1,3,25.0,,,25.0,,25.0,,25.0,,25.0,,25.0
qwen3,Individualism,12,1,1,50.0,,,100.0,,100.0,,100.0,,100.0,,100.0
